lane,layer_id,active_channels,duty_cycle,ber_target,data_rate_gbps,wdm_channels_n,wdm_spacing_nm,tx_laser_power_dbm,laser_wpe,receiver_sensitivity_dbm,waveguide_loss_db,splitter_loss_db,combiner_loss_db,modulator_loss_db,mrr_loss_db,crossing_or_other_loss_db,crosstalk_penalty_db,extinction_penalty_db,thermal_drift_penalty_db,total_loss_db,received_power_dbm,required_received_power_dbm,link_margin_db,laser_headroom_db,pass_fail_status,limiting_term,source_manifest,qa_status
HOPS_proxy_trace_context,mobilevit_s:layer_1.0.block.red_1x1.block.norm,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_2.0.block.exp_1x1.block.conv,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_2.0.block.exp_1x1.block.norm,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_2.0.block.exp_1x1.block.act,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_2.0.block.conv_3x3.block.conv,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_2.0.block.conv_3x3.block.norm,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_2.0.block.conv_3x3.block.act,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_2.0.block.red_1x1.block.conv,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_2.0.block.red_1x1.block.norm,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_2.1.block.exp_1x1.block.conv,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_2.1.block.exp_1x1.block.norm,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_2.1.block.exp_1x1.block.act,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_2.1.block.conv_3x3.block.conv,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_2.1.block.conv_3x3.block.norm,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_2.1.block.conv_3x3.block.act,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_2.1.block.red_1x1.block.conv,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_2.1.block.red_1x1.block.norm,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_2.2.block.exp_1x1.block.conv,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_2.2.block.exp_1x1.block.norm,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_2.2.block.exp_1x1.block.act,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_2.2.block.conv_3x3.block.conv,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_2.2.block.conv_3x3.block.norm,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_2.2.block.conv_3x3.block.act,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_2.2.block.red_1x1.block.conv,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_2.2.block.red_1x1.block.norm,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_3.0.block.exp_1x1.block.conv,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_3.0.block.exp_1x1.block.norm,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_3.0.block.exp_1x1.block.act,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_3.0.block.conv_3x3.block.conv,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_3.0.block.conv_3x3.block.norm,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_3.0.block.conv_3x3.block.act,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_3.0.block.red_1x1.block.conv,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_3.0.block.red_1x1.block.norm,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_3.1.local_rep.conv_3x3.block.conv,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_3.1.local_rep.conv_3x3.block.norm,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_3.1.local_rep.conv_3x3.block.act,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_3.1.local_rep.conv_1x1.block.conv,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_3.1.global_rep.0.pre_norm_mha.0,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_3.1.global_rep.0.pre_norm_mha.1.qkv_proj,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_3.1.global_rep.0.pre_norm_mha.1.attn_scores,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_3.1.global_rep.0.pre_norm_mha.1.attn_softmax,0,0.0,not_closed,not_closed,0,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,not_applicable_inactive_layer,inactive_layer,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,context_only_inactive_layer
HOPS_proxy_trace_context,mobilevit_s:layer_3.1.global_rep.0.pre_norm_mha.1.attn_output,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
HOPS_proxy_trace_context,mobilevit_s:layer_3.1.global_rep.0.pre_norm_mha.1.out_proj,16,1.0,not_closed,not_closed,16,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,not_closed,4.0,not_closed,fail_missing_required_terms,BER/received_power/sensitivity/loss/crosstalk/drift_not_closed,experiments/results/report_data/fig2_hops_current_timeline_prep_20260424/runs/20260424_fig2_current_hops_timeline/per_layer_phy.csv,formal_blocker_unclosed_link_budget
