adc_bits,sample_rate_gsps,mismatch_case,mismatch_sigma_lsb,jitter_case,clock_jitter_fs,energy_per_conversion_pj,energy_ratio_vs_8bit,latency_ps,latency_ratio_vs_8bit,enob,sndr_db,trend_pass,evidence_label,promotion_decision,claim_boundary
4,4.0,nominal,0.25,low_jitter,50.0,0.0625,0.0625,1414.213562373095,1.4142135623730951,3.1125000000000003,20.49725,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
4,4.0,nominal,0.25,nominal,100.0,0.0625,0.0625,1414.213562373095,1.4142135623730951,3.0763764005203225,20.27978593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
4,4.0,nominal,0.25,stress,250.0,0.0625,0.0625,1414.213562373095,1.4142135623730951,3.028623599479678,19.99231406886766,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
4,4.0,moderate,0.5,low_jitter,50.0,0.0625,0.0625,1414.213562373095,1.4142135623730951,2.975,19.6695,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
4,4.0,moderate,0.5,nominal,100.0,0.0625,0.0625,1414.213562373095,1.4142135623730951,2.9388764005203223,19.45203593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
4,4.0,moderate,0.5,stress,250.0,0.0625,0.0625,1414.213562373095,1.4142135623730951,2.891123599479678,19.164564068867662,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
4,4.0,stress,1.0,low_jitter,50.0,0.0625,0.0625,1414.213562373095,1.4142135623730951,2.7,18.014000000000003,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
4,4.0,stress,1.0,nominal,100.0,0.0625,0.0625,1414.213562373095,1.4142135623730951,2.6638764005203224,17.79653593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
4,4.0,stress,1.0,stress,250.0,0.0625,0.0625,1414.213562373095,1.4142135623730951,2.616123599479678,17.50906406886766,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,0.5,nominal,0.25,low_jitter,50.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.5125,34.945249999999994,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,0.5,nominal,0.25,nominal,100.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.476376400520323,34.72778593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,0.5,nominal,0.25,stress,250.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.428623599479678,34.44031406886766,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,0.5,moderate,0.5,low_jitter,50.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.375,34.11749999999999,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,0.5,moderate,0.5,nominal,100.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.338876400520323,33.90003593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,0.5,moderate,0.5,stress,250.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.291123599479678,33.61256406886766,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,0.5,stress,1.0,low_jitter,50.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.1,32.461999999999996,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,0.5,stress,1.0,nominal,100.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.063876400520322,32.24453593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,0.5,stress,1.0,stress,250.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.016123599479678,31.95706406886766,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,1.0,nominal,0.25,low_jitter,50.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.5125,34.945249999999994,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,1.0,nominal,0.25,nominal,100.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.476376400520323,34.72778593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,1.0,nominal,0.25,stress,250.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.428623599479678,34.44031406886766,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,1.0,moderate,0.5,low_jitter,50.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.375,34.11749999999999,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,1.0,moderate,0.5,nominal,100.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.338876400520323,33.90003593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,1.0,moderate,0.5,stress,250.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.291123599479678,33.61256406886766,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,1.0,stress,1.0,low_jitter,50.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.1,32.461999999999996,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,1.0,stress,1.0,nominal,100.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.063876400520322,32.24453593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,1.0,stress,1.0,stress,250.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.016123599479678,31.95706406886766,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,2.0,nominal,0.25,low_jitter,50.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.3125,33.74125,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,2.0,nominal,0.25,nominal,100.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.276376400520323,33.52378593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,2.0,nominal,0.25,stress,250.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.228623599479678,33.23631406886766,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,2.0,moderate,0.5,low_jitter,50.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.175,32.9135,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,2.0,moderate,0.5,nominal,100.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.1388764005203225,32.696035931132336,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,2.0,moderate,0.5,stress,250.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.091123599479678,32.40856406886766,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,2.0,stress,1.0,low_jitter,50.0,0.25,0.25,1154.7005383792514,1.1547005383792515,4.8999999999999995,31.257999999999996,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,2.0,stress,1.0,nominal,100.0,0.25,0.25,1154.7005383792514,1.1547005383792515,4.863876400520322,31.04053593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,2.0,stress,1.0,stress,250.0,0.25,0.25,1154.7005383792514,1.1547005383792515,4.816123599479678,30.75306406886766,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,4.0,nominal,0.25,low_jitter,50.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.1125,32.53724999999999,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,4.0,nominal,0.25,nominal,100.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.0763764005203225,32.31978593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,4.0,nominal,0.25,stress,250.0,0.25,0.25,1154.7005383792514,1.1547005383792515,5.028623599479678,32.032314068867656,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,4.0,moderate,0.5,low_jitter,50.0,0.25,0.25,1154.7005383792514,1.1547005383792515,4.975,31.7095,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,4.0,moderate,0.5,nominal,100.0,0.25,0.25,1154.7005383792514,1.1547005383792515,4.938876400520322,31.49203593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,4.0,moderate,0.5,stress,250.0,0.25,0.25,1154.7005383792514,1.1547005383792515,4.891123599479678,31.20456406886766,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,4.0,stress,1.0,low_jitter,50.0,0.25,0.25,1154.7005383792514,1.1547005383792515,4.699999999999999,30.053999999999995,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,4.0,stress,1.0,nominal,100.0,0.25,0.25,1154.7005383792514,1.1547005383792515,4.663876400520322,29.83653593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
6,4.0,stress,1.0,stress,250.0,0.25,0.25,1154.7005383792514,1.1547005383792515,4.616123599479677,29.549064068867658,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,0.5,nominal,0.25,low_jitter,50.0,1.0,1.0,1000.0,1.0,7.5125,46.98524999999999,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,0.5,nominal,0.25,nominal,100.0,1.0,1.0,1000.0,1.0,7.476376400520323,46.76778593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,0.5,nominal,0.25,stress,250.0,1.0,1.0,1000.0,1.0,7.428623599479678,46.480314068867656,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,0.5,moderate,0.5,low_jitter,50.0,1.0,1.0,1000.0,1.0,7.375,46.15749999999999,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,0.5,moderate,0.5,nominal,100.0,1.0,1.0,1000.0,1.0,7.338876400520323,45.940035931132336,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,0.5,moderate,0.5,stress,250.0,1.0,1.0,1000.0,1.0,7.291123599479678,45.652564068867655,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,0.5,stress,1.0,low_jitter,50.0,1.0,1.0,1000.0,1.0,7.1,44.501999999999995,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,0.5,stress,1.0,nominal,100.0,1.0,1.0,1000.0,1.0,7.063876400520322,44.28453593113233,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,0.5,stress,1.0,stress,250.0,1.0,1.0,1000.0,1.0,7.016123599479678,43.99706406886766,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,1.0,nominal,0.25,low_jitter,50.0,1.0,1.0,1000.0,1.0,7.5125,46.98524999999999,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,1.0,nominal,0.25,nominal,100.0,1.0,1.0,1000.0,1.0,7.476376400520323,46.76778593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,1.0,nominal,0.25,stress,250.0,1.0,1.0,1000.0,1.0,7.428623599479678,46.480314068867656,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,1.0,moderate,0.5,low_jitter,50.0,1.0,1.0,1000.0,1.0,7.375,46.15749999999999,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,1.0,moderate,0.5,nominal,100.0,1.0,1.0,1000.0,1.0,7.338876400520323,45.940035931132336,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,1.0,moderate,0.5,stress,250.0,1.0,1.0,1000.0,1.0,7.291123599479678,45.652564068867655,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,1.0,stress,1.0,low_jitter,50.0,1.0,1.0,1000.0,1.0,7.1,44.501999999999995,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,1.0,stress,1.0,nominal,100.0,1.0,1.0,1000.0,1.0,7.063876400520322,44.28453593113233,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,1.0,stress,1.0,stress,250.0,1.0,1.0,1000.0,1.0,7.016123599479678,43.99706406886766,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,2.0,nominal,0.25,low_jitter,50.0,1.0,1.0,1000.0,1.0,7.3125,45.78124999999999,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,2.0,nominal,0.25,nominal,100.0,1.0,1.0,1000.0,1.0,7.276376400520323,45.56378593113234,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,2.0,nominal,0.25,stress,250.0,1.0,1.0,1000.0,1.0,7.228623599479678,45.276314068867656,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,2.0,moderate,0.5,low_jitter,50.0,1.0,1.0,1000.0,1.0,7.175,44.95349999999999,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,2.0,moderate,0.5,nominal,100.0,1.0,1.0,1000.0,1.0,7.1388764005203225,44.736035931132335,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,2.0,moderate,0.5,stress,250.0,1.0,1.0,1000.0,1.0,7.091123599479678,44.448564068867654,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,2.0,stress,1.0,low_jitter,50.0,1.0,1.0,1000.0,1.0,6.8999999999999995,43.297999999999995,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,2.0,stress,1.0,nominal,100.0,1.0,1.0,1000.0,1.0,6.863876400520322,43.08053593113233,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,2.0,stress,1.0,stress,250.0,1.0,1.0,1000.0,1.0,6.816123599479678,42.79306406886766,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,4.0,nominal,0.25,low_jitter,50.0,1.0,1.0,1000.0,1.0,7.1125,44.57724999999999,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,4.0,nominal,0.25,nominal,100.0,1.0,1.0,1000.0,1.0,7.0763764005203225,44.359785931132336,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,4.0,nominal,0.25,stress,250.0,1.0,1.0,1000.0,1.0,7.028623599479678,44.072314068867655,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,4.0,moderate,0.5,low_jitter,50.0,1.0,1.0,1000.0,1.0,6.975,43.74949999999999,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,4.0,moderate,0.5,nominal,100.0,1.0,1.0,1000.0,1.0,6.938876400520322,43.532035931132334,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,4.0,moderate,0.5,stress,250.0,1.0,1.0,1000.0,1.0,6.891123599479678,43.24456406886765,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,4.0,stress,1.0,low_jitter,50.0,1.0,1.0,1000.0,1.0,6.699999999999999,42.093999999999994,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,4.0,stress,1.0,nominal,100.0,1.0,1.0,1000.0,1.0,6.663876400520322,41.87653593113233,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
8,4.0,stress,1.0,stress,250.0,1.0,1.0,1000.0,1.0,6.616123599479677,41.58906406886765,True,spice_proxy,appendix,"ADC macro proxy, not silicon or extracted-layout SPICE closure"
