er_db,xtalk_db,wdm_channels_n,duty_cycle,margin_db,effective_wdm_channels,loss_path_db,pp_crosstalk_db,p_laser_dbm,p_laser_mw,laser_limit_mw,boundary_status,evidence_label,promotion_decision,claim_boundary
3.0,-25.0,25,0.25,6.0,7.0,5.3,0.12197128155792825,-4.244695385108738,0.37629674486010956,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-25.0,32,1.0,1.0,32.0,5.3,0.596248646828371,-8.770418019838294,0.1327266698677678,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-25.0,32,1.0,3.0,32.0,5.3,0.596248646828371,-6.770418019838294,0.2103575955314588,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-25.0,32,1.0,6.0,32.0,5.3,0.596248646828371,-3.770418019838294,0.4197185830313857,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-25.0,32,0.75,1.0,24.0,5.3,0.4500396022833374,-8.916627064383327,0.1283326887857687,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-25.0,32,0.75,3.0,24.0,5.3,0.4500396022833374,-6.916627064383327,0.20339360482679547,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-25.0,32,0.75,6.0,24.0,5.3,0.4500396022833374,-3.916627064383327,0.40582359481657737,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-25.0,32,0.5,1.0,16.0,5.3,0.2987363015978555,-9.06793036506881,0.12393870770376954,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-25.0,32,0.5,3.0,16.0,5.3,0.2987363015978555,-7.0679303650688095,0.19642961412213208,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-25.0,32,0.5,6.0,16.0,5.3,0.2987363015978555,-4.0679303650688095,0.39192860660176904,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-25.0,32,0.25,1.0,8.0,5.3,0.1419708986561029,-9.224695768010562,0.1195447266217704,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-25.0,32,0.25,3.0,8.0,5.3,0.1419708986561029,-7.224695768010562,0.18946562341746873,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-25.0,32,0.25,6.0,8.0,5.3,0.1419708986561029,-4.224695768010562,0.37803361838696065,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,8,1.0,1.0,8.0,5.3,0.43394939807310345,-8.932717268593562,0.12785810786297844,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,8,1.0,3.0,8.0,5.3,0.43394939807310345,-6.932717268593562,0.20264144475299328,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,8,1.0,6.0,8.0,5.3,0.43394939807310345,-3.932717268593562,0.4043228381664958,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,8,0.75,1.0,6.0,5.3,0.3143244540406921,-9.052342212625973,0.12438436080927634,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,8,0.75,3.0,6.0,5.3,0.3143244540406921,-7.052342212625973,0.19713592669524904,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,8,0.75,6.0,6.0,5.3,0.3143244540406921,-4.052342212625973,0.3933378854614979,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,8,0.5,1.0,4.0,5.3,0.19131092367448954,-9.175355742992176,0.12091061375557427,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,8,0.5,3.0,4.0,5.3,0.19131092367448954,-7.175355742992176,0.19163040863750475,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,8,0.5,6.0,4.0,5.3,0.19131092367448954,-4.175355742992176,0.38235293275650006,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,8,0.25,1.0,2.0,5.3,0.06471122111276707,-9.301955445553899,0.11743686670187217,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,8,0.25,3.0,2.0,5.3,0.06471122111276707,-7.301955445553899,0.1861248905797604,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,8,0.25,6.0,2.0,5.3,0.06471122111276707,-4.301955445553899,0.3713679800515022,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,16,1.0,1.0,16.0,5.3,0.8819921990931237,-8.484674467573543,0.14175309607778677,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,16,1.0,3.0,16.0,5.3,0.8819921990931237,-6.484674467573543,0.22466351698397044,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,16,1.0,6.0,16.0,5.3,0.8819921990931237,-3.4846744675735426,0.44826264898648704,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,16,0.75,1.0,12.0,5.3,0.6637460674633445,-8.70292059920332,0.1348056019703826,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,16,0.75,3.0,12.0,5.3,0.6637460674633445,-6.7029205992033205,0.2136524808684819,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,16,0.75,6.0,12.0,5.3,0.6637460674633445,-3.7029205992033205,0.42629274357649144,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,16,0.5,1.0,8.0,5.3,0.43394939807310345,-8.932717268593562,0.12785810786297844,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,16,0.5,3.0,8.0,5.3,0.43394939807310345,-6.932717268593562,0.20264144475299328,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,16,0.5,6.0,8.0,5.3,0.43394939807310345,-3.932717268593562,0.4043228381664958,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,16,0.25,1.0,4.0,5.3,0.19131092367448954,-9.175355742992176,0.12091061375557427,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,16,0.25,3.0,4.0,5.3,0.19131092367448954,-7.175355742992176,0.19163040863750475,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,16,0.25,6.0,4.0,5.3,0.19131092367448954,-4.175355742992176,0.38235293275650006,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,25,1.0,1.0,25.0,5.3,1.3362988866565992,-8.030367780010065,0.1573849578194462,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,25,1.0,3.0,25.0,5.3,1.3362988866565992,-6.0303677800100655,0.2494383482438198,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,25,1.0,6.0,25.0,5.3,1.3362988866565992,-3.0303677800100655,0.4976949361589774,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,25,0.75,1.0,19.0,5.3,1.0387679325101118,-8.327898734156554,0.1469637166583399,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,25,0.75,3.0,19.0,5.3,1.0387679325101118,-6.327898734156554,0.23292179407058686,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,25,0.75,6.0,19.0,5.3,1.0387679325101118,-3.3278987341565536,0.4647400780439838,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,25,0.5,1.0,13.0,5.3,0.7193443895589204,-8.647322277107746,0.13654247549723367,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,25,0.5,3.0,13.0,5.3,0.7193443895589204,-6.647322277107746,0.21640523989735402,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,25,0.5,6.0,13.0,5.3,0.7193443895589204,-3.6473222771077456,0.43178521992899027,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,25,0.25,1.0,7.0,5.3,0.3745487916075219,-8.992117875059144,0.1261212343361274,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,25,0.25,3.0,7.0,5.3,0.3745487916075219,-6.992117875059144,0.19988868572412116,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,25,0.25,6.0,7.0,5.3,0.3745487916075219,-3.9921178750591437,0.39883036181399684,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,32,1.0,1.0,32.0,5.3,1.659467159664275,-7.707199507002391,0.16954307250740344,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,32,1.0,3.0,32.0,5.3,1.659467159664275,-5.707199507002391,0.2687076614459247,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,32,1.0,6.0,32.0,5.3,1.659467159664275,-2.7071995070023913,0.5361422706264696,0.2,fail,parametric,boundary,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
3.0,-20.0,32,0.75,1.0,24.0,5.3,1.2881044644732822,-8.078562202193384,0.15564808429259513,0.2,pass,parametric,appendix,"optical/circuit-aware parametric sweep, not Lumerical/Spectre closure"
