tag,roadmap_item,data_source,task,condition,condition_label,seed,primary_metric_name,primary_metric,delta_from_reference,task_mean_metric,task_mean_delta,reference_mean_metric,keep_ratio,degrade_ratio,prune_ratio,device,task_type,glue_difficulty
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mnli,e4_suds,e4_suds,1,accuracy,84.5746306673459,0.0,84.574631,0.0,84.574631,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mnli,e4_suds,e4_suds,2,accuracy,84.5746306673459,0.0,84.574631,0.0,84.574631,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mnli,e7_overlay,e7_overlay,0,accuracy,84.5746306673459,0.0,84.574631,0.0,84.574631,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mnli,e7_overlay,e7_overlay,1,accuracy,84.5746306673459,0.0,84.574631,0.0,84.574631,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mnli,e7_overlay,e7_overlay,2,accuracy,84.5746306673459,0.0,84.574631,0.0,84.574631,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mnli,e8_overflow,e8_overflow,0,accuracy,84.5746306673459,0.0,84.574631,0.0,84.574631,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mnli,e8_overflow,e8_overflow,1,accuracy,84.5746306673459,0.0,84.574631,0.0,84.574631,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mnli,e8_overflow,e8_overflow,2,accuracy,84.5746306673459,0.0,84.574631,0.0,84.574631,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e0_dense,dense 8-bit reference,0,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,1.0,0.0,0.0,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e0_dense,dense 8-bit reference,1,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,1.0,0.0,0.0,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e0_dense,dense 8-bit reference,2,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,1.0,0.0,0.0,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e2_l1,L1-norm column pruning (SUDS Pareto proxy for BERT),0,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,0.7002314814814815,0.0,0.29976851851851855,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e2_l1,L1-norm column pruning (SUDS Pareto proxy for BERT),1,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,0.7002314814814815,0.0,0.29976851851851855,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e2_l1,L1-norm column pruning (SUDS Pareto proxy for BERT),2,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,0.7002314814814815,0.0,0.29976851851851855,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e3_slack,e3_slack,0,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,0.7002314814814815,0.0,0.29976851851851855,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e3_slack,e3_slack,1,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,0.7002314814814815,0.0,0.29976851851851855,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e3_slack,e3_slack,2,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,0.7002314814814815,0.0,0.29976851851851855,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e4_suds,e4_suds,0,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e4_suds,e4_suds,1,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e4_suds,e4_suds,2,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e7_overlay,e7_overlay,0,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e7_overlay,e7_overlay,1,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e7_overlay,e7_overlay,2,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e8_overflow,e8_overflow,0,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e8_overflow,e8_overflow,1,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,mrpc,e8_overflow,e8_overflow,2,f1,91.34948096885813,0.0,91.349481,0.0,91.349481,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e0_dense,dense 8-bit reference,0,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,1.0,0.0,0.0,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e0_dense,dense 8-bit reference,1,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,1.0,0.0,0.0,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e0_dense,dense 8-bit reference,2,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,1.0,0.0,0.0,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e2_l1,L1-norm column pruning (SUDS Pareto proxy for BERT),0,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,0.7002314814814815,0.0,0.29976851851851855,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e2_l1,L1-norm column pruning (SUDS Pareto proxy for BERT),1,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,0.7002314814814815,0.0,0.29976851851851855,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e2_l1,L1-norm column pruning (SUDS Pareto proxy for BERT),2,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,0.7002314814814815,0.0,0.29976851851851855,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e3_slack,e3_slack,0,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,0.7002314814814815,0.0,0.29976851851851855,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e3_slack,e3_slack,1,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,0.7002314814814815,0.0,0.29976851851851855,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e3_slack,e3_slack,2,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,0.7002314814814815,0.0,0.29976851851851855,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e4_suds,e4_suds,0,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e4_suds,e4_suds,1,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e4_suds,e4_suds,2,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e7_overlay,e7_overlay,0,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e7_overlay,e7_overlay,1,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e7_overlay,e7_overlay,2,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e8_overflow,e8_overflow,0,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e8_overflow,e8_overflow,1,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qnli,e8_overflow,e8_overflow,2,accuracy,91.54310818231741,-0.0,91.543108,0.0,91.543108,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e0_dense,dense 8-bit reference,0,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,1.0,0.0,0.0,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e0_dense,dense 8-bit reference,1,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,1.0,0.0,0.0,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e0_dense,dense 8-bit reference,2,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,1.0,0.0,0.0,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e2_l1,L1-norm column pruning (SUDS Pareto proxy for BERT),0,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,0.7002314814814815,0.0,0.29976851851851855,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e2_l1,L1-norm column pruning (SUDS Pareto proxy for BERT),1,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,0.7002314814814815,0.0,0.29976851851851855,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e2_l1,L1-norm column pruning (SUDS Pareto proxy for BERT),2,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,0.7002314814814815,0.0,0.29976851851851855,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e3_slack,e3_slack,0,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,0.7002314814814815,0.0,0.29976851851851855,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e3_slack,e3_slack,1,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,0.7002314814814815,0.0,0.29976851851851855,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e3_slack,e3_slack,2,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,0.7002314814814815,0.0,0.29976851851851855,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e4_suds,e4_suds,0,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e4_suds,e4_suds,1,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e4_suds,e4_suds,2,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e7_overlay,e7_overlay,0,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e7_overlay,e7_overlay,1,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e7_overlay,e7_overlay,2,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e8_overflow,e8_overflow,0,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e8_overflow,e8_overflow,1,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,qqp,e8_overflow,e8_overflow,2,f1,87.81813361611877,0.0,87.818134,0.0,87.818134,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,medium
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e0_dense,dense 8-bit reference,0,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,1.0,0.0,0.0,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e0_dense,dense 8-bit reference,1,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,1.0,0.0,0.0,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e0_dense,dense 8-bit reference,2,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,1.0,0.0,0.0,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e2_l1,L1-norm column pruning (SUDS Pareto proxy for BERT),0,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,0.7002314814814815,0.0,0.29976851851851855,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e2_l1,L1-norm column pruning (SUDS Pareto proxy for BERT),1,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,0.7002314814814815,0.0,0.29976851851851855,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e2_l1,L1-norm column pruning (SUDS Pareto proxy for BERT),2,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,0.7002314814814815,0.0,0.29976851851851855,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e3_slack,e3_slack,0,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,0.7002314814814815,0.0,0.29976851851851855,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e3_slack,e3_slack,1,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,0.7002314814814815,0.0,0.29976851851851855,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e3_slack,e3_slack,2,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,0.7002314814814815,0.0,0.29976851851851855,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e4_suds,e4_suds,0,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e4_suds,e4_suds,1,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e4_suds,e4_suds,2,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e7_overlay,e7_overlay,0,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e7_overlay,e7_overlay,1,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e7_overlay,e7_overlay,2,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e8_overflow,e8_overflow,0,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e8_overflow,e8_overflow,1,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,rte,e8_overflow,e8_overflow,2,accuracy,72.56317689530685,0.0,72.563177,0.0,72.563177,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e0_dense,dense 8-bit reference,0,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,1.0,0.0,0.0,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e0_dense,dense 8-bit reference,1,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,1.0,0.0,0.0,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e0_dense,dense 8-bit reference,2,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,1.0,0.0,0.0,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e2_l1,L1-norm column pruning (SUDS Pareto proxy for BERT),0,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,0.7002314814814815,0.0,0.29976851851851855,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e2_l1,L1-norm column pruning (SUDS Pareto proxy for BERT),1,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,0.7002314814814815,0.0,0.29976851851851855,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e2_l1,L1-norm column pruning (SUDS Pareto proxy for BERT),2,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,0.7002314814814815,0.0,0.29976851851851855,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e3_slack,e3_slack,0,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,0.7002314814814815,0.0,0.29976851851851855,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e3_slack,e3_slack,1,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,0.7002314814814815,0.0,0.29976851851851855,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e3_slack,e3_slack,2,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,0.7002314814814815,0.0,0.29976851851851855,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e4_suds,e4_suds,0,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e4_suds,e4_suds,1,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e4_suds,e4_suds,2,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e7_overlay,e7_overlay,0,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e7_overlay,e7_overlay,1,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e7_overlay,e7_overlay,2,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e8_overflow,e8_overflow,0,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e8_overflow,e8_overflow,1,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,existing_6task_glue_eval,sst2,e8_overflow,e8_overflow,2,accuracy,92.43119266055045,0.0,92.431193,0.0,92.431193,0.026945891203703703,0.7718340084876543,0.20122010030864199,mps,classification,easy
20260514_r12_reinforcement,R12b_glue_task_expansion,new_cola_stsb_eval,cola,e0_dense,dense 8-bit reference,0,matthews_correlation,0.533877,0.0,0.163977,0.0,0.533877,1.0,0.0,0.0,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,new_cola_stsb_eval,cola,e0_dense,dense 8-bit reference,1,matthews_correlation,0.533877,0.0,0.163977,0.0,0.533877,1.0,0.0,0.0,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,new_cola_stsb_eval,cola,e0_dense,dense 8-bit reference,2,matthews_correlation,0.533877,0.0,0.163977,0.0,0.533877,1.0,0.0,0.0,mps,classification,hard
20260514_r12_reinforcement,R12b_glue_task_expansion,new_cola_stsb_eval,cola,e2_l1,L1-norm column pruning (SUDS Pareto proxy for BERT),0,matthews_correlation,0.0,-0.533877,0.163977,-0.533877,0.533877,0.5,0.497917,0.002083,mps,classification,hard
